,bathrooms,bedrooms,borough,city,leaseLength,postal_code,rating,rent,rental_title,sqft,state,street_address,pet_cat,pet_dog,built_year,property_size,amenity_air conditioning,amenity_alcove,amenity_balcony,amenity_basketball,amenity_bike storage,amenity_business,amenity_cable,amenity_ceiling fans,amenity_charging station,amenity_clubhouse,amenity_concierge,amenity_controlled,amenity_courtyard,amenity_dishwasher,amenity_disposal,amenity_dry cleaning,amenity_elevator,amenity_fitness,amenity_furnished,amenity_game,amenity_gated,amenity_granite,amenity_grill,amenity_hardwood,amenity_heat/hot water included,amenity_heating,amenity_high ceilings,amenity_internet,amenity_laundary facilities,amenity_laundry service,amenity_library,amenity_lounge,amenity_maid,amenity_maintenance,amenity_manager,amenity_microwave,amenity_movie,amenity_online service,amenity_oven,amenity_package,amenity_parking available,amenity_parking garage,amenity_parking security,amenity_patio,amenity_pet care,amenity_pet play area,amenity_picnic,amenity_planned social activities,amenity_playground,amenity_pool,amenity_private outdoor space,amenity_recycling,amenity_refrigerator,amenity_renovated,amenity_retail,amenity_rooftop,amenity_smoke free,amenity_spa,amenity_stainless,amenity_storage space,amenity_stove,amenity_sundeck,amenity_terrace,amenity_tub,amenity_views,amenity_walk-in closets,amenity_washer/dryer,amenity_wheelchair,amenity_wifi,amenity_yoga studio,full_address,longitude,latitude
6792,1,1,Brooklyn,brooklyn,12,,4,1850.0,1539 Park Pl Unit A5,602.0,NY,1539 Park Pl Unit A5,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1539 Park Pl Unit A5, brooklyn, NY",-73.92641,40.6721236
6793,1,2,Brooklyn,brooklyn,12,,4,2250.0,1552 President St Unit 4D,722.0,NY,1552 President St Unit 4D,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"1552 President St Unit 4D, brooklyn, NY",-73.936634,40.667045
6794,2,2,Brooklyn,brooklyn,12,,4,3700.0,364 Lincoln Ave Unit D1,969.0,NY,364 Lincoln Ave Unit D1,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"364 Lincoln Ave Unit D1, brooklyn, NY",-73.86887,40.68107000000001
6795,1,0,Brooklyn,brooklyn,12,,4,2400.0,550 Vanderbilt Ave Unit 1116,452.0,NY,550 Vanderbilt Ave Unit 1116,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"550 Vanderbilt Ave Unit 1116, brooklyn, NY",-73.96833800000002,40.6804332
6796,1,4,Brooklyn,brooklyn,12,,4,3795.0,321 Stockholm St Unit 2,1000.0,NY,321 Stockholm St Unit 2,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"321 Stockholm St Unit 2, brooklyn, NY",-73.9189274,40.7034271
6797,1,4,Brooklyn,brooklyn,12,,4,3600.0,182 Green St Unit 2,1000.0,NY,182 Green St Unit 2,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"182 Green St Unit 2, brooklyn, NY",-73.9540875,40.73381670000001
6798,1,3,Brooklyn,brooklyn,12,,4,2900.0,202 Java St Unit 1L,1000.0,NY,202 Java St Unit 1L,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"202 Java St Unit 1L, brooklyn, NY",-73.952495,40.731566
6799,1,3,Brooklyn,brooklyn,12,,4,2900.0,735 Meeker Ave Unit 1,1000.0,NY,735 Meeker Ave Unit 1,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"735 Meeker Ave Unit 1, brooklyn, NY",-73.938862,40.723878
6800,1,2,Brooklyn,brooklyn,12,,4,2300.0,247 Frost St Unit 1,1000.0,NY,247 Frost St Unit 1,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"247 Frost St Unit 1, brooklyn, NY",-73.94092049999999,40.7185524
6801,1,4,Brooklyn,brooklyn,12,,4,3300.0,189 Meserole Ave Unit 2L,1000.0,NY,189 Meserole Ave Unit 2L,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"189 Meserole Ave Unit 2L, brooklyn, NY",-73.9488274,40.7285836
6802,1,1,Brooklyn,brooklyn,13,,4,2900.0,2625 W 28th St,624.0,NY,2625 W 28th St,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2625 W 28th St, brooklyn, NY",-73.99475749999999,40.5779258
6803,1,2,Brooklyn,brooklyn,12,,4,2650.0,456 Quincy St Unit 3,700.0,NY,456 Quincy St Unit 3,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"456 Quincy St Unit 3, brooklyn, NY",-73.94275499999999,40.687625
6804,1,2,Brooklyn,brooklyn,12,,4,2145.0,1705 E 15th St,800.0,NY,1705 E 15th St,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1705 E 15th St, brooklyn, NY",-73.9579603,40.6080633
6805,1,2,Brooklyn,brooklyn,12,,4,2100.0,1424 Flatbush Ave Unit #2,600.0,NY,1424 Flatbush Ave Unit #2,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1424 Flatbush Ave Unit #2, brooklyn, NY",-73.95126739999999,40.6358417
6806,1,1,Brooklyn,brooklyn,12,,4,2200.0,310 Sterling St Unit 4H,1000.0,NY,310 Sterling St Unit 4H,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"310 Sterling St Unit 4H, brooklyn, NY",-73.9504887,40.662982
6807,1,3,Brooklyn,brooklyn,12,,4,2600.0,502-550 E 19th St Unit E6,1000.0,NY,502-550 E 19th St Unit E6,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"502-550 E 19th St Unit E6, brooklyn, NY",-73.96008599999999,40.637383
6808,1,2,Brooklyn,brooklyn,12,,4,2350.0,5 Parade Pl Unit 2F,1000.0,NY,5 Parade Pl Unit 2F,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5 Parade Pl Unit 2F, brooklyn, NY",-74.0006223,40.6806767
6809,1,2,Brooklyn,brooklyn,12,,4,2200.0,578 Rutland Rd Unit 2,1200.0,NY,578 Rutland Rd Unit 2,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"578 Rutland Rd Unit 2, brooklyn, NY",-73.94135849999999,40.6596322
6810,1,1,Brooklyn,brooklyn,12,,4,2000.0,580 Flatbush Ave Unit 2K,900.0,NY,580 Flatbush Ave Unit 2K,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"580 Flatbush Ave Unit 2K, brooklyn, NY",-73.9611243,40.6594637
6811,1,2,Brooklyn,brooklyn,12,,4,2700.0,1108 Cortelyou Rd Unit 2F,1100.0,NY,1108 Cortelyou Rd Unit 2F,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1108 Cortelyou Rd Unit 2F, brooklyn, NY",-73.96749849999999,40.63958470000001
6812,2,2,Brooklyn,brooklyn,12,,4,2200.0,1440 Ocean Pkwy,1272.0,NY,1440 Ocean Pkwy,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1440 Ocean Pkwy, brooklyn, NY",-73.9690789,40.613388
6813,1,1,Brooklyn,brooklyn,12,,4,1400.0,964 E 15th St,500.0,NY,964 E 15th St,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"964 E 15th St, brooklyn, NY",-73.96179169999999,40.62593830000001
6814,1,1,Brooklyn,brooklyn,12,,4,1300.0,5325 14th Ave,450.0,NY,5325 14th Ave,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5325 14th Ave, brooklyn, NY",-73.99235159999999,40.6309312
6815,1,1,Brooklyn,brooklyn,12,,4,1575.0,1612 Nostrand Ave Unit 2L,600.0,NY,1612 Nostrand Ave Unit 2L,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1612 Nostrand Ave Unit 2L, brooklyn, NY",-73.9493899,40.646695
6816,2,3,Brooklyn,brooklyn,12,,4,2500.0,9316 Seaview Ave,1500.0,NY,9316 Seaview Ave,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9316 Seaview Ave, brooklyn, NY",-73.892031,40.631882
6817,1,3,Brooklyn,brooklyn,12,,4,2398.0,2813 Avenue I Unit 2,1300.0,NY,2813 Avenue I Unit 2,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"2813 Avenue I Unit 2, brooklyn, NY",-73.9487788,40.6292135
6818,1,1,Brooklyn,brooklyn,12,,4,2500.0,809 Classon Ave Unit 1D,625.0,NY,809 Classon Ave Unit 1D,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"809 Classon Ave Unit 1D, brooklyn, NY",-73.96049900000001,40.67286199999999
6819,1,2,Brooklyn,brooklyn,12,,4,3000.0,276 Sackett St Unit 4R,1100.0,NY,276 Sackett St Unit 4R,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"276 Sackett St Unit 4R, brooklyn, NY",-73.9970139,40.6832319
6820,1,2,Brooklyn,brooklyn,12,,4,2300.0,2155 E 34th St,1000.0,NY,2155 E 34th St,0,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2155 E 34th St, brooklyn, NY",-73.9296152,40.60624680000001
6821,1,2,Brooklyn,brooklyn,12,,4,2000.0,2466 W 3rd St,1000.0,NY,2466 W 3rd St,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2466 W 3rd St, brooklyn, NY",-73.97298359999999,40.5887352
6822,2,3,Brooklyn,brooklyn,12,,4,2100.0,155 Bay 10th St Unit 2,1200.0,NY,155 Bay 10th St Unit 2,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"155 Bay 10th St Unit 2, brooklyn, NY",-74.011701,40.607796
6823,1,3,Brooklyn,brooklyn,12,,4,2200.0,1348 E 49th St,1230.2730769230768,NY,1348 E 49th St,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1348 E 49th St, brooklyn, NY",-73.9288856,40.6282123
6824,1,2,Brooklyn,brooklyn,12,,4,2300.0,143 Maujer St Unit 4,976.9782756279701,NY,143 Maujer St Unit 4,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"143 Maujer St Unit 4, brooklyn, NY",-73.94502849999999,40.710961
6825,1,2,Brooklyn,brooklyn,12,,4,2895.0,691 Marcy Ave Unit 7B,950.0,NY,691 Marcy Ave Unit 7B,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"691 Marcy Ave Unit 7B, brooklyn, NY",-73.9482501,40.69061689999999
6826,1,2,Brooklyn,brooklyn,12,,4,2933.0,886 Franklin Ave Unit 2R,1100.0,NY,886 Franklin Ave Unit 2R,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"886 Franklin Ave Unit 2R, brooklyn, NY",-73.95909370000001,40.66826590000001
6827,1,3,Brooklyn,brooklyn,12,,4,2100.0,384 E 54th St,1200.0,NY,384 E 54th St,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"384 E 54th St, brooklyn, NY",-73.9265021,40.6493049
6828,1,3,Brooklyn,brooklyn,12,,4,2950.0,512 Eastern Pkwy Unit B2,1000.0,NY,512 Eastern Pkwy Unit B2,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"512 Eastern Pkwy Unit B2, brooklyn, NY",-73.9513492,40.6701149
6829,2,2,Brooklyn,brooklyn,12,,4,2750.0,802 Avenue U,1191.0,NY,802 Avenue U,1,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"802 Avenue U, brooklyn, NY",-73.96260190000001,40.5979586
6830,1,2,Brooklyn,brooklyn,12,,4,2250.0,155 W 9th St Unit 2,600.0,NY,155 W 9th St Unit 2,1,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"155 W 9th St Unit 2, brooklyn, NY",-74.000208,40.675661
6831,1,1,Brooklyn,brooklyn,12,,4,1400.0,6801 Bay Pkwy Unit B7,850.0,NY,6801 Bay Pkwy Unit B7,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6801 Bay Pkwy Unit B7, brooklyn, NY",-73.9834058,40.6116486
6832,1,3,Brooklyn,brooklyn,12,,4,3700.0,354 6th Ave,1000.0,NY,354 6th Ave,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"354 6th Ave, brooklyn, NY",-73.982064,40.670708
6833,1,0,Brooklyn,brooklyn,12,,4,2995.0,183 Joralemon St Unit 1,600.0,NY,183 Joralemon St Unit 1,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"183 Joralemon St Unit 1, brooklyn, NY",-73.9920733,40.6928073
6834,1,1,Brooklyn,brooklyn,12,,4,1800.0,2515 Ocean Pkwy Unit 7,800.0,NY,2515 Ocean Pkwy Unit 7,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2515 Ocean Pkwy Unit 7, brooklyn, NY",-73.9652953,40.5883828
6835,1,1,Brooklyn,brooklyn,12,,4,2150.0,406 20th St,700.0,NY,406 20th St,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"406 20th St, brooklyn, NY",-73.9879729,40.6590105
6836,1,3,Brooklyn,brooklyn,12,,4,2650.0,556 58th St Unit G,900.0,NY,556 58th St Unit G,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"556 58th St Unit G, brooklyn, NY",-74.01372529999999,40.639611
6837,1,2,Brooklyn,brooklyn,12,,4,2400.0,145 17th St,600.0,NY,145 17th St,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"145 17th St, brooklyn, NY",-73.994534,40.665971
6838,1,1,Brooklyn,brooklyn,12,,4,2050.0,210 26th St,700.0,NY,210 26th St,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"210 26th St, brooklyn, NY",-73.998205,40.659391
6839,1,1,Brooklyn,brooklyn,12,,4,2850.0,480 Hicks St Unit 2,700.0,NY,480 Hicks St Unit 2,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"480 Hicks St Unit 2, brooklyn, NY",-74.0004184,40.6865396
6840,1,3,Brooklyn,brooklyn,12,,4,3200.0,4515 5th Ave,1034.0,NY,4515 5th Ave,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4515 5th Ave, brooklyn, NY",-74.0075573,40.647472
6841,1,1,Brooklyn,brooklyn,12,,4,3100.0,100 W 9th St Unit 1,1800.0,NY,100 W 9th St Unit 1,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"100 W 9th St Unit 1, brooklyn, NY",-74.0028025,40.6760324
6842,1,0,Brooklyn,brooklyn,12,,4,2000.0,220 Garfield Pl Unit 3,450.0,NY,220 Garfield Pl Unit 3,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"220 Garfield Pl Unit 3, brooklyn, NY",-73.976587,40.6718369
6843,1,2,Brooklyn,brooklyn,12,,4,3500.0,168 Bushwick Ave Unit 2,1000.0,NY,168 Bushwick Ave Unit 2,0,1,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"168 Bushwick Ave Unit 2, brooklyn, NY",-73.94019519999999,40.7098402
6844,1,2,Brooklyn,brooklyn,12,,4,2195.0,845 89th St,2500.0,NY,845 89th St,0,0,1991,794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"845 89th St, brooklyn, NY",-74.0277351,40.6197567
